6032985	19803426	1
3287281	1785986	0
17793612	13825969	1
4617216	7414887	0
10912340	11353263	1
21931071	23099329	1
8787103	17435276	0
5456371	1889366	0
8005681	6128265	0
9860859	17203112	0
9806128	22841782	0
21224972	6109982	0
20036910	8894166	0
1977263	19842959	1
19812348	15503892	0
9597889	5463475	1
22670948	10246006	0
22043834	161844	1
18781063	5505334	0
2467221	14563781	1
11673906	4484215	1
17635420	11261168	0
5518199	18744498	0
778875	3488916	1
694747	861011	1
8350427	10041453	1
20789642	13196323	0
3788557	6081622	1
22274573	5198622	1
2232619	1292366	1
18431646	4381116	0
3597356	5147985	0
340064	16209101	0
272875	20467314	0
14746783	7839474	1
19446036	793635	0
1677875	17857284	0
10329098	17296395	0
5893532	234104	0
10548278	16725803	0
19338729	10771590	0
6322468	22300980	0
2521140	5138456	1
14675462	3616301	1
3498857	5597187	0
8352956	19950034	1
15512556	8018390	1
9219798	20856391	1
6988217	10690728	1
11130567	12528438	1
14313659	6322440	0
9257486	21195765	1
13260090	14190765	0
18574455	15675187	0
1787391	18070587	1
13713980	6740358	0
23113416	13999345	0
8680491	10912333	1
12120684	13952259	1
1858117	11324607	0
11673906	9439748	1
6371601	1771590	0
20603864	21139907	0
1102939	22919892	0
9516458	1899629	1
22564546	3768628	1
680174	2103971	1
1629748	1477292	1
15605856	7922492	0
15115748	12607168	1
22842673	206497	0
14746783	10095821	1
16344667	23119494	0
8693707	21723842	0
8546232	9385030	1
15515729	8365268	0
7005226	18176214	0
687106	638963	1
3667136	22358005	1
7681426	16005066	1
7672521	22556551	1
1312612	7574033	0
2066343	21940225	1
13935756	8001867	1
9257486	9353181	0
12694085	9965674	0
23243320	23647738	0
20438542	12980532	1
13760846	16388707	1
23247734	19217522	1
4910110	16238515	0
18773782	17934800	0
19715255	792644	1
23188868	21461424	1
22133607	18761618	0
22712288	4603629	1
1477578	941896	1
10422459	2232618	0
14632238	11504871	0
14347882	4497273	1
6147227	10690728	1
6222230	6747095	0
73657	10977091	0
21565624	8335944	0
21089172	12660384	1
20267318	21820265	1
1949890	9219797	1
12561424	14887616	0
5828731	18688737	1
2819354	3352340	0
10095726	9304937	1
1313409	7119938	0
8570520	14263421	1
6361318	9869150	0
9689181	14692427	0
9525318	2247987	1
8230744	6317842	0
6134110	9176030	0
3746824	742572	0
10516730	6095507	1
3338750	5404510	0
4937926	17128309	1
6187415	10453631	0
12670642	21781575	1
10521243	21090887	1
101811	12122713	0
15702555	16803474	0
12270268	12907074	0
6276686	10692452	0
23677120	18741084	0
4648562	2150993	0
12985350	12829112	1
12967783	181591	1
19950034	17371628	1
17551920	19172377	1
4787102	8296360	1
3630280	14406880	0
7895612	6166363	1
13642472	15968019	0
22542859	6597132	0
5231291	14157964	0
20189177	17713680	0
23241192	272875	1
3850809	13335071	1
15145907	18248689	0
21493548	18144642	1
1851606	5523389	1
15964688	4645054	1
20492176	628819	1
14483567	23677134	0
13131643	14190765	0
6886408	6061403	0
8248731	15709411	0
4453922	18390011	1
13295656	19322947	0
9871401	1490117	1
14956125	3616724	1
2737487	5623479	0
98430	249428	0
534739	19549575	0
16366790	9371509	0
3024985	4518933	1
2279291	11655351	0
20681843	2459317	1
13514558	20444225	1
17299308	392357	0
9621442	9350616	1
2911006	7300267	0
21704695	9895196	1
11527586	9176030	0
417620	22550493	1
21618559	5956360	1
13307307	12962189	0
2788555	10379908	0
13167991	552319	0
17267601	22207784	1
131811	8301284	0
764085	18935086	1
16410666	20239270	1
18662539	3888891	0
13733915	1907167	0
23659664	11371486	0
20485072	16341721	1
2191115	3352341	0
18269744	23370628	1
23069799	21369761	1
12760982	10478671	0
4830848	17245830	0
13221212	21609539	0
17128309	15037805	1
74	19035955	1
22323688	16288225	0
16902397	15599609	1
13733916	20228526	0
3229363	3841509	0
21868018	23531657	1
10062077	10878119	1
22627884	23041164	0
14014810	19555516	0
16987999	6865572	1
5545050	14417449	1
17871426	10385493	1
12561424	12544033	1
7614574	9075137	0
2668863	2226036	1
19950034	22207779	1
13028547	13490977	1
4249821	132552	0
18778697	7518133	0
13651921	12390626	0
22538273	7825861	0
11288113	14267525	0
2521140	3575255	1
4629672	16954340	0
19172809	16466519	0
23188868	2113293	1
21064899	12523607	1
21354223	3330945	0
18574455	9777355	0
15760850	13431537	0
20326462	15225386	0
18962892	15299682	0
16810590	22642186	0
19826765	10013939	1
20148775	21937981	0
22742292	7306113	0
22290442	10249398	0
22080746	10095821	0
11452667	13643066	0
9265781	11026476	0
12859344	17597670	1
16454974	21925739	1
1676011	22502712	1
7396679	13111022	1
17019840	7068381	1
9016775	9168699	1
23658098	8694461	0
16022035	23531897	1
2721038	10228411	1
17655399	9520695	0
606859	18034373	1
1162904	19603031	1
20089257	3778979	0
12413227	699719	0
22991275	19602043	0
14778832	15599609	0
14974316	2241900	0
20826307	2494612	1
16529002	2736183	0
607094	23021618	1
16673099	13574318	1
16520895	15889430	1
16031464	2633238	0
8452133	10062076	0
18464490	21649269	1
16001374	12542684	1
19660641	638175	1
6424937	12757148	1
17497944	15515642	1
23439557	8544627	1
9983984	4843971	0
630584	763710	0
19322947	14566265	0
15347483	775729	0
6954984	13337915	1
3772396	5321947	1
18229421	15460365	1
7811546	2086683	0
6190160	18542300	1
9668598	20517803	1
3287281	7320804	1
17097179	21022202	1
11970147	9496557	0
379581	10252056	0
1008331	896284	1
12660385	21930706	1
15629443	3046108	0
2711645	8883153	0
6492265	19532000	0
8694459	4660318	0
11992308	18396375	1
23247734	8361376	1
21754658	11322572	1
7460369	17068622	1
7713594	14667831	1
17229913	18051587	0
20627152	4825731	0
15429599	636262	1
19722336	320979	1
22306604	21319238	1
11290317	4889303	1
6368468	10337387	1
6190161	2557142	0
4721547	14157859	1
14166878	16098010	1
10934628	5066508	0
23677151	1468131	0
10252057	4599608	0
11149084	9835798	0
5004897	17335375	1
14341904	8778961	1
14556892	13746035	0
1642489	16341721	0
3395310	941896	1
2593325	18241505	1
11918338	17447923	0
386013	23069799	0
7681426	23071780	1
1485384	6357972	0
743716	12074282	0
6368468	19090290	0
14928023	16556715	1
1015744	11353263	1
833655	13307307	0
5435234	19471650	0
2284080	21321506	1
22926731	15372362	0
9913187	19747820	0
12764163	18873051	0
19728871	9304937	1
23153461	325062	0
22328850	22440247	0
15804547	411631	1
21618559	12760982	1
11993046	17682090	1
19279420	12883277	1
276152	14533769	1
4238332	5036265	1
22919520	8437742	1
18880060	17014629	1
17826787	7531800	0
827646	2890655	0
6508481	13260090	0
10909692	17727663	1
